,TITLE,POSTED DATE,PRICE,BEDS,BATHS,SQUARE FOOT,ADDRESS,FEATURES,LATITUDE,LONGITUDE,IMAGE LINK
97,MODERN/REMODELED! WOOD FLOORS! LAUNDRY HOOKUPS! MOVE IN SPECIAL!,Mar  6,2150,2,2,1000,14142 TIARA,1. condo 2. w/d hookups 3. detached garage ,34.178405,-118.441115,https://images.craigslist.org/00O0O_lNCbPYRvhCj_600x450.jpg
98,"Designer Interior Features, Controlled Access Entry, Dishwasher",Mar  6,1930,2,1,850,8111 Reseda Boulevard,1. apartment ,34.217398,-118.536018,https://images.craigslist.org/00000_1rsonLXshSx_600x450.jpg
99,Spacious Closets + Balcony + Pool + 1 Bedroom in Reseda,Mar  6,1695,1,1,762,19050 Sherman Way,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. carport ,34.201004,-118.548076,https://images.craigslist.org/00707_4K2d6fxVIa_600x450.jpg
100,"Pool Views, Open Kitchens with Breakfast Bars, Assigned Parking",Mar  6,1936,1,1,721,6710 Variel Ave,1. apartment 2. w/d in unit ,34.192083,-118.592619,https://images.craigslist.org/00303_b3GXIOQUrkw_600x450.jpg
101,"Controlled Access Entry, Air Conditioning, Assigned Resident Parking",Mar  6,1915,2,1,812,20211 Sherman Way ,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. off-street parking ,34.201003,-118.573407,https://images.craigslist.org/00p0p_c9fefWL0WXH_600x450.jpg
102,LARGE 2 BEDROOM 2 BATH W/ VAULTED CEILINGS - AVAILABLE NOW,Mar  6,2075,2,2,972,8609 De Soto Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. carport 6. wheelchair accessible ,34.226999,-118.588344,https://images.craigslist.org/00l0l_k5ovYvIr2IG_600x450.jpg
103,"When Minutes Matter, Live Where You Work and Play",Mar  6,2701,2,2,1218,6150 De Soto Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,34.181921,-118.590593,https://images.craigslist.org/00404_4SqXEkeSkni_600x450.jpg
104,Magnificent views await you at The Reserve at Warner Center,Mar  6,2284,2,2,950,22100 Erwin Street,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry in bldg 5. off-street parking ,34.182889,-118.607632,https://images.craigslist.org/00000_g3o2aj1OIut_600x450.jpg
105,MAKE CORNERSTONE YOUR HOME TODAY!! RENOVATED 1 BEDROOM POOL VIEW,Mar  6,1620,1,1,623,8609 De Soto Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. carport 6. wheelchair accessible ,34.226999,-118.588344,https://images.craigslist.org/00V0V_bZCyO7SykMS_600x450.jpg
106,GLENWEST MANAGEMENT CO. 909 SAN VICENTE BLVD. 2BDR. TOWNHOUSE,Mar  6,3000,1100,2,,909 San Vicente Blvd.,1. townhouse 2. w/d in unit 3. attached garage ,34.087371,-118.385811,https://images.craigslist.org/01212_lP6bOuOfjV9_600x450.jpg
107,Open house TODAY from  1:30-5:00pm. Stop by and see your new home!!,Mar  6,2795,2,2,1607,17720 Superior Street,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. carport ,34.246610,-118.520161,https://images.craigslist.org/00E0E_9E5enDIDvFi_600x450.jpg
108,"Picnic Area, Carpeted Floors/Vinyl Hardwood Flooring, Pet Friendly.",Mar  6,2153,2,2,860,21311 Alder Drive,1. cats are OK - purrr 2. dogs are OK - wooof 3. furnished 4. apartment 5. w/d in unit ,34.374773,-118.510539,https://images.craigslist.org/00606_gAdgTtvDUx9_600x450.jpg
109,Large 1x1 Apartment w/ 1Pool 2 Jacuzzis 3 Gyms,Mar  6,2235,1,1,925,12629 Riverside Drive,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,34.157504,-118.408087,https://images.craigslist.org/00z0z_kzpWI7HjMXp_600x450.jpg
110,"Size, Location, Luxury all at one place. Pet Friendly",Mar  6,2999,2,2,1251,12629 Riverside Drive,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,34.157504,-118.408087,https://images.craigslist.org/00y0y_eOtiLGNJPGP_600x450.jpg
111,A Beautiful Two Bedroom In Santa Clarita Valley,Mar  6,1899,2,2,1018,,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. carport ,34.413200,-118.426000,https://images.craigslist.org/00V0V_hdkjQW9JN2R_600x450.jpg
112,Well-Appointed Two Bedroom Apt Home at Northridge Gardens! Tour Today!,Mar  6,2200,2,2,1152,17821 Lassen Street,1. cats are OK - purrr 2. apartment 3. laundry in bldg 4. no smoking 5. off-street parking ,34.250203,-118.521880,https://images.craigslist.org/00606_2n6S7ZO78Ls_600x450.jpg
113,Spacious Top Floor 1x1 Available. Ask about Move In Specials!,Mar  6,2454,1,1,890,12629 Riverside Drive,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,34.157504,-118.408087,https://images.craigslist.org/00i0i_liCfpEmVVdF_600x450.jpg
114,"Great View From This Spacious, Updated 1 Bedroom Apt Home!",Mar  6,1835,1,1,832,17821 Lassen Street,1. cats are OK - purrr 2. apartment 3. laundry in bldg 4. no smoking 5. off-street parking ,34.250203,-118.521880,https://images.craigslist.org/00606_2n6S7ZO78Ls_600x450.jpg
115,A Beautiful Two Bedroom In Santa Clarita Valley,Mar  6,1825,2,2,951,,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. carport ,34.413200,-118.426000,https://images.craigslist.org/00Z0Z_hNTGyRqk4zL_600x450.jpg
116,1-1,Mar  6,1831,1,1,695,21200 Kittridge St,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. attached garage ,34.190302,-118.593944,https://images.craigslist.org/00N0N_85gcaiyWM7j_600x450.jpg
117,Large Studio w/ 24 Hour Amenities,Mar  6,1910,0,1,480,401 N. Pass Avenue,1. apartment ,34.156196,-118.346076,https://images.craigslist.org/01212_j0hcj5hCsBI_600x450.jpg
