,TITLE,POSTED DATE,PRICE,BEDS,BATHS,SQUARE FOOT,ADDRESS,FEATURES,LATITUDE,LONGITUDE,IMAGE LINK
98,"2 bdrm + 2 bath - Undermount kitchen and bathroom sinks, Bike storage",Mar  6,3475,2,2,1083,245 W Broadway,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. attached garage ,33.769773,-118.194635,https://images.craigslist.org/00u0u_g1VSN8J7z7B_600x450.jpg
99,New Gym & Gated Community! Close to Bixby Knolls! Apply Online!,Mar  6,1495,1,1,700,6479 Atlantic Ave,1. cats are OK - purrr 2. apartment 3. laundry on site 4. carport ,33.872257,-118.186400,https://images.craigslist.org/00p0p_higiVckqZJ1_600x450.jpg
100,$500 OFF 1st MONTH! LOVELY STUDIOS IN LONG BEACH!,Mar  6,1450,0,1,450,429 W 3rd at Magnolia,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry in bldg ,33.770617,-118.197288,https://images.craigslist.org/00m0m_dBmLZJIvheq_600x450.jpg
101,2BD 1BATH AVAILABLE NOW - CALL TODAY - NORWALK,Mar  6,1900,2,1,901,13811 Shoemaker Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. off-street parking ,33.905885,-118.057316,https://images.craigslist.org/00x0x_2Q0mEdCRb32_600x450.jpg
102,"BIG historic Craftsman Apt, parking, garden, oak flrs, w/d, 88 wkscore",Mar  6,1895,2,1,900,337 WEST 9th Street at Chestnut Avenue,1. cats are OK - purrr 2. apartment 3. w/d in unit 4. no smoking 5. off-street parking ,33.777817,-118.196136,https://images.craigslist.org/00Z0Z_hlzsrMFIDEN_600x450.jpg
103,SFM*Spotless 2 bedroom Apartment*Affordable Price*Gated Community,Mar  6,1625,2,1,,Cornuta at Alondra,1. apartment 2. laundry on site ,33.889415,-118.119800,https://images.craigslist.org/00p0p_7qrkuqoeZCy_600x450.jpg
104,2 Bed/1Bath in Bellflower - balcony and pool,Mar  6,1625,2,1,,,1. apartment 2. laundry on site ,33.910514,-118.118201,https://images.craigslist.org/00x0x_8lCbALIE9SR_600x450.jpg
105,One Month Off! Selected Vacant Units | W/D In Unit,Mar  6,1899,1,1,656,555 Pine Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. off-street parking ,33.773795,-118.192619,https://images.craigslist.org/00A0A_9awhYPneU0r_600x450.jpg
106,⌚TIME FOR AN UPGRADE⌚MOVE INTO OUR 1X1 LOFT 🌇,Mar  6,2250,1,1,688,225 Long Beach Boulevard,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,33.770052,-118.189526,https://images.craigslist.org/00c0c_eP8130wGxC1_600x450.jpg
107,"Large Patios, 24 Hour State of the Art Fitness Center, Large Closets",Mar  6,1798,0,1,565,1081 Long Beach Blvd.,1. apartment ,33.780451,-118.189501,https://images.craigslist.org/00808_6wKq7TKUzK5_600x450.jpg
108,SFM*Beautiful 1 bedroom Apt Home!*,Mar  6,1395,1,1,,,1. apartment 2. laundry on site ,33.886472,-118.119800,https://images.craigslist.org/00m0m_6nSctSnbeUI_600x450.jpg
109,UPDATED! GREAT AMENITIES! GREAT LOCATION! PETS OK..STUDIO APARTMENT,Mar  6,1495,0,1,450,330 Cedar Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry in bldg 5. no smoking 6. street parking ,33.771265,-118.195202,https://images.craigslist.org/00C0C_lRB96nYKdZM_600x450.jpg
110,"2 Bedroom, Euro-style kitchen cabinetry, Designer lighting",Mar  6,3565,2,2,1064,245 W Broadway,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. attached garage ,33.769773,-118.194635,https://images.craigslist.org/00000_eL0um443EkI_600x450.jpg
111,►►UPDATED PET FRIENDLY STUDIO IN GREAT AREA. NO COMMUTE! ◄,Mar  6,1500,0,1,600,332 Cedar Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. no smoking 6. street parking ,33.771281,-118.195202,https://images.craigslist.org/00K0K_9NeUSymSbKt_600x450.jpg
112,***MOVE INTO A NEW HOME WITH 1% DOWN PLUS DOWN PAYMENT ASSISTANCE***,Mar  6,1,,,,,1. apartment ,33.829600,-118.073000,https://images.craigslist.org/00l0l_9bFvncXIFmM_600x450.jpg
113,1bd/1bath downstairs,Mar  6,1475,1,1,650,7147 stewart and gray,1. apartment 2. laundry on site 3. off-street parking ,33.941600,-118.130600,https://images.craigslist.org/01010_jAdJYvmwFA_600x450.jpg
114,***MOVE INTO A NEW HOME WITH 1% DOWN PLUS DOWN PAYMENT ASSISTANCE***,Mar  6,1,,,,,1. apartment ,33.896900,-118.163200,https://images.craigslist.org/00l0l_9bFvncXIFmM_600x450.jpg
115,"Stainless steel appliances, New plank flooring!! Save $300 today!!",Mar  6,1995,2,2,981,10025 Imperial Hwy,1. cats are OK - purrr 2. apartment 3. laundry on site 4. carport ,33.917014,-118.113502,https://images.craigslist.org/01717_9acXkZHu9iE_600x450.jpg
116,Tour Today! Gym! Parking! Balcony! And so much more. Tour today!,Mar  6,1745,2,2,945,6479 Atlantic Ave,1. cats are OK - purrr 2. apartment 3. laundry on site 4. detached garage ,33.871149,-118.185919,https://images.craigslist.org/00T0T_ltw7CkDLnok_600x450.jpg
117,***MOVE INTO A NEW HOME WITH 1% DOWN PLUS DOWN PAYMENT ASSISTANCE***,Mar  6,1,,,,,1. apartment ,33.858400,-118.255400,https://images.craigslist.org/00l0l_9bFvncXIFmM_600x450.jpg
118,😍😍Emergency Cheap Moving,Mar  6,99,,,,,1. apartment ,33.752400,-117.993900,https://images.craigslist.org/00X0X_8Vy5u0j4ejz_600x450.jpg
